Date,Open,High,Low,Close,Adj Close,Volume,date,open,high,low,close,adj_close,volume
1972-08-25,0.0211590006947517,0.0215659998357296,0.0211590006947517,0.021484000608325,0.0116386683657765,7526400.0,,,,,,,
1972-08-28,0.021484000608325,0.0216470006853342,0.0214029997587203,0.0214029997587203,0.0115947816520929,2918400.0,,,,,,,
1972-08-29,0.0213220007717609,0.0213220007717609,0.0211590006947517,0.0211590006947517,0.0114626018330454,5836800.0,,,,,,,
1972-08-30,0.0211590006947517,0.0211590006947517,0.0209960006177425,0.0211590006947517,0.0114626018330454,1228800.0,,,,,,,
1972-08-31,0.0209960006177425,0.0209960006177425,0.0208330005407333,0.0208330005407333,0.0112859988585114,2611200.0,,,,,,,
1972-09-01,0.0209149997681379,0.0209960006177425,0.0209149997681379,0.0209960006177425,0.0113742994144558,768000.0,,,,,,,
1972-09-05,0.0209960006177425,0.0209960006177425,0.0208330005407333,0.0208330005407333,0.0112859988585114,1689600.0,,,,,,,
1972-09-06,0.0209960006177425,0.0209960006177425,0.0209960006177425,0.0209960006177425,0.0113742994144558,768000.0,,,,,,,
1972-09-07,0.0209960006177425,0.0209960006177425,0.0209149997681379,0.0209149997681379,0.0113304229453206,3532800.0,,,,,,,
1972-09-08,0.0208330005407333,0.0208330005407333,0.0207519996911287,0.0207519996911287,0.0112421186640858,1996800.0,,,,,,,
1972-09-11,0.0209149997681379,0.0209149997681379,0.0209149997681379,0.0209149997681379,0.0113304229453206,2764800.0,,,,,,,
1972-09-12,0.0209149997681379,0.0209149997681379,0.0209149997681379,0.0209149997681379,0.0113304229453206,1843200.0,,,,,,,
1972-09-13,0.0209149997681379,0.0209149997681379,0.0209149997681379,0.0209149997681379,0.0113304229453206,460800.0,,,,,,,
1972-09-14,0.0209149997681379,0.0210769996047019,0.0208330005407333,0.0210769996047019,0.011418174020946,3840000.0,,,,,,,
1972-09-15,0.0209960006177425,0.0209960006177425,0.0209149997681379,0.0209149997681379,0.0113304229453206,1536000.0,,,,,,,
1972-09-18,0.0209960006177425,0.0210769996047019,0.0209960006177425,0.0209960006177425,0.0113742994144558,3225600.0,,,,,,,
1972-09-19,0.0209149997681379,0.0209149997681379,0.0207519996911287,0.0208330005407333,0.0112859988585114,9369600.0,,,,,,,
1972-09-20,0.0206710007041692,0.0206710007041692,0.0206710007041692,0.0206710007041692,0.0111982366070151,153600.0,,,,,,,
1972-09-21,0.02050800062716,0.02050800062716,0.0200200006365776,0.0200200006365776,0.01084556709975,4300800.0,,,,,,,
1972-09-22,0.0199379995465278,0.0199379995465278,0.0192869994789361,0.0192869994789361,0.0104484735056757,2611200.0,,,,,,,
1972-09-25,0.0192060004919767,0.0192060004919767,0.0187170002609491,0.0187170002609491,0.0101396813988685,2918400.0,,,,,,,
1972-09-26,0.0187170002609491,0.0187170002609491,0.018555000424385,0.0186359994113445,0.0100958012044429,2150400.0,,,,,,,
1972-09-27,0.0184729993343353,0.0184729993343353,0.0182290002703666,0.0182290002703666,0.0098753152415156,1996800.0,,,,,,,
